[13:29:32] START piura section list crawl (main cards ONLY, tuned extract, filtered)
[13:29:32] base=https://www.locanto.com.pe/piura/Hombre-busca-mujer/20701
[13:29:32] LIST p1: https://www.locanto.com.pe/piura/Hombre-busca-mujer/20701/1/?query=ayuda+economica
[13:30:05]   main IDs: 48
[13:46:44]   + https://www.locanto.com.pe/piura/ID_8323415294/Ayuda-economica-solo-ch
[13:47:36]   + https://www.locanto.com.pe/piura/ID_7944631054/DOY-AYUDA-ECONOMICA-PIU
[13:48:29]   + https://www.locanto.com.pe/piura/ID_5386060894/Ayuda-economica-por-el-
[13:49:34]   + https://www.locanto.com.pe/piura/ID_5386061029/Ayuda-economica-por-el-
[13:50:57]   + https://www.locanto.com.pe/piura/ID_4819609798/Ayuda-economica-por-el-
[13:52:12]   + https://www.locanto.com.pe/piura/ID_5386061283/Ayuda-economica-por-el-
[13:52:56]   + https://www.locanto.com.pe/piura/ID_5386061141/Ayuda-economica-por-el-
[13:53:47]   + https://www.locanto.com.pe/piura/ID_4776758126/Ayuda-economica-el-mont
[13:54:39]   + https://www.locanto.com.pe/piura/ID_4774397192/Ayuda-economica-por-el-
[13:55:34]   + https://www.locanto.com.pe/piura/ID_7521571042/Doy-ayuda-economica-en-
[13:56:25]   + https://www.locanto.com.pe/piura/ID_8073399097/AYUDA-ECONOMICA-A-JOVEN
[13:57:14]   + https://www.locanto.com.pe/piura/ID_8188151659/Ayuda-economica-para-se
[13:58:06]   + https://www.locanto.com.pe/piura/ID_8308132779/Ayuda-economica-madre-s
[13:59:03]   + https://www.locanto.com.pe/piura/ID_8304090984/Ayuda-economica.html
[13:59:54]   + https://www.locanto.com.pe/piura/ID_7626511520/Ayuda-economica-Piura.h
[14:00:47]   + https://www.locanto.com.pe/piura/ID_8665603905/Doy-ayuda-economica-a-c
[14:01:40]   + https://www.locanto.com.pe/piura/ID_6755670532/Ayuda-economica-a-mujer
[14:02:18]   + https://www.locanto.com.pe/piura/ID_7624115335/Ayuda-economica.html
[14:02:57]   + https://www.locanto.com.pe/piura/ID_8935800366/Ayuda-economica-a-joven
[14:19:13]   + https://www.locanto.com.pe/piura/ID_7720153811/Ayuda-economica.html
[14:23:03]   + https://www.locanto.com.pe/piura/ID_7716104180/Ayuda-economica-para-se
[14:23:03] LIST p2: https://www.locanto.com.pe/piura/Hombre-busca-mujer/20701/2/?query=ayuda+economica
[14:25:36]   main IDs: 27
[14:26:25]   + https://www.locanto.com.pe/piura/ID_8926730062/Quienes-buscan-ayuda-ec
[14:55:11]   + https://www.locanto.com.pe/piura/ID_7915794749/AYUDA-ECONOMICA-A-MUJER
[14:56:02]   + https://www.locanto.com.pe/piura/ID_7614290617/Se-ayuda-economica-a-mu
[14:56:56]   + https://www.locanto.com.pe/piura/ID_7498595461/Ayuda-economica-para-mu
[14:57:52]   + https://www.locanto.com.pe/piura/ID_8907385523/ayuda-economica-a-mujer
[14:58:41]   + https://www.locanto.com.pe/piura/ID_8665588441/Ayuda-economica-para-ch
[14:59:13]   + https://www.locanto.com.pe/piura/ID_8161249325/Brindo-ayuda-economica.
[15:00:03]   + https://www.locanto.com.pe/piura/ID_7892080183/BRINDO-AYUDA-ECONOMICA.
[15:00:38]   + https://www.locanto.com.pe/piura/ID_8630633851/Busco-chicapara-ayudar-
[15:01:16]   + https://www.locanto.com.pe/piura/ID_8405908952/Ayuda-economica-discret
[15:02:05]   + https://www.locanto.com.pe/piura/ID_8636490396/A-E-ayuda-economica-sol
[15:02:54]   + https://www.locanto.com.pe/piura/ID_8011694295/Brindo-ayuda-economica-
[15:03:42]   + https://www.locanto.com.pe/piura/ID_5906171803/Se-da-ayuda-economica-a
[15:04:32]   + https://www.locanto.com.pe/piura/ID_4420313725/Brindo-ayuda-economica-
[15:05:25]   + https://www.locanto.com.pe/piura/ID_4787526492/Brindo-ayuda-economica-
[15:05:48]   + https://www.locanto.com.pe/piura/ID_8129858788/Ayuda-economica-Piura-y
[15:06:38]   + https://www.locanto.com.pe/piura/ID_7998466300/Ayuda-economica-para-se
[15:07:29]   + https://www.locanto.com.pe/piura/ID_8587517299/Doy-ayuda-economica-a-c
[15:08:24]   + https://www.locanto.com.pe/piura/ID_8808247304/DOY-AYUDA-ECONOMICA-PRE
[15:09:12]   + https://www.locanto.com.pe/piura/ID_8582592804/Doy-ayuda-economica-a-c
[15:10:04]   + https://www.locanto.com.pe/piura/ID_8235119308/Ofrezco-ayuda-economica
[15:10:46]   + https://www.locanto.com.pe/piura/ID_7751194481/Brindo-ayuda-economica-
[15:11:35]   + https://www.locanto.com.pe/piura/ID_8566414827/Joven-atletico-brinda-a
[15:11:59]   + https://www.locanto.com.pe/piura/ID_6784186232/BUENA-Y-CONSTANTE-AYUDA
[15:12:25]   + https://www.locanto.com.pe/piura/ID_6432919612/DOY-AYUDA-ECONOMICA-EN-
[15:12:26] LIST p3: https://www.locanto.com.pe/piura/Hombre-busca-mujer/20701/3/?query=ayuda+economica
[15:13:14]   main IDs: 43
[15:14:03]   + https://www.locanto.com.pe/piura/ID_8570758281/Srita-de-18-a-24-anos-5
[15:14:32]   + https://www.locanto.com.pe/piura/ID_9042728124/Brindo-apoyo-economico-
[15:15:17]   + https://www.locanto.com.pe/piura/ID_7981483749/Brindo-ayuda-economica-
[15:16:04]   + https://www.locanto.com.pe/piura/ID_6882169250/Doy-ayuda-economica-tot
[15:16:48]   + https://www.locanto.com.pe/piura/ID_5378229139/Se-da-ayuda-economica-p
[15:17:36]   + https://www.locanto.com.pe/piura/ID_8224446514/Busco-conversar-y-o-dar
[15:18:22]   + https://www.locanto.com.pe/piura/ID_8696322516/Amiga-q-nesecite-apoyo-
[15:19:12]   + https://www.locanto.com.pe/piura/ID_9026309912/Doy-apoyo-economico-a-m
[15:20:04]   + https://www.locanto.com.pe/piura/ID_7328382144/SOMOS-PAREJA-JOVEN-DE-P
[15:20:26]   + https://www.locanto.com.pe/piura/ID_7536501465/Senoritas-que-necesiten
[15:21:05]   + https://www.locanto.com.pe/piura/ID_7536388206/Ayuda-economica.html
[15:21:58]   + https://www.locanto.com.pe/piura/ID_7733938950/Se-necesita-ayuda-econo
[15:22:34]   + https://www.locanto.com.pe/piura/ID_8203523227/Se-brinda-ayuda-economi
[15:23:15]   + https://www.locanto.com.pe/piura/ID_8745658209/Ayuda-economica-para-mu
[15:23:57]   + https://www.locanto.com.pe/piura/ID_8523700308/AYUDA-ECONOMICA-A-SENOR
[15:24:25]   + https://www.locanto.com.pe/piura/ID_7830611321/Doy-ayuda-economica-sol
[15:24:41]   + https://www.locanto.com.pe/piura/ID_7532010446/Brindo-ayuda-economica-
[15:25:29]   + https://www.locanto.com.pe/piura/ID_8329568113/Brindo-apoyo-economico-
[15:26:07]   + https://www.locanto.com.pe/piura/ID_8518430047/Doy-ayuda-economica-sol
[15:26:29]   + https://www.locanto.com.pe/piura/ID_7950323950/Ayuda-economica-a-madre
[15:26:59]   + https://www.locanto.com.pe/piura/ID_8739549803/Busco-mujer-a-cambio-de
[15:27:23]   + https://www.locanto.com.pe/piura/ID_8759657700/AYUDA-ECONOMICA-A-MUJER
[15:28:00]   + https://www.locanto.com.pe/piura/ID_7140196391/Se-da-ayuda-economica-a
[15:28:40]   + https://www.locanto.com.pe/piura/ID_7729251102/Deseo-apoyar-economicam
[15:29:04]   + https://www.locanto.com.pe/piura/ID_5311010875/Ayuda-economica-por-el-
[15:29:40]   + https://www.locanto.com.pe/piura/ID_5209989782/Ayuda-economica-por-el-
[15:30:05]   + https://www.locanto.com.pe/piura/ID_8727084852/Quiero-mamar-pinga-rico
[15:30:35]   + https://www.locanto.com.pe/piura/ID_7517953727/Ayuda-economica-a-srtas
[15:30:54]   + https://www.locanto.com.pe/piura/ID_8967819160/Hola-necesito-ayuda-eco
[15:31:23]   + https://www.locanto.com.pe/piura/ID_8193442818/Brindo-ayuda-economica-
[15:31:48]   + https://www.locanto.com.pe/piura/ID_8076627706/Apoyo-economico-a-unive
[15:32:06]   + https://www.locanto.com.pe/piura/ID_8720484056/Lindas-chicas-en-Piura-
[15:32:26]   + https://www.locanto.com.pe/piura/ID_7844617239/Ayuda-economica-a-mujer
[15:32:46]   + https://www.locanto.com.pe/piura/ID_8960136371/Ayuda-economica-a-Srtas
[15:32:47] DONE piura: added=100 last_p=3
