[13:29:34] START cajamarca section list crawl (main cards ONLY, tuned extract, filtered)
[13:29:34] base=https://www.locanto.com.pe/cajamarca/Hombre-busca-mujer/20701
[13:29:34] LIST p1: https://www.locanto.com.pe/cajamarca/Hombre-busca-mujer/20701/1/?query=ayuda+economica
[13:30:03]   main IDs: 48
[15:06:49]   + https://www.locanto.com.pe/cajamarca/ID_6963447162/BRINDO-AYUDA-ECONOM
[15:07:27]   + https://www.locanto.com.pe/cajamarca/ID_6858014096/BRINDO-AYUDA-ECONOM
[15:08:15]   + https://www.locanto.com.pe/cajamarca/ID_6918618482/DOY-AYUDA-ECONOMICA
[15:09:09]   + https://www.locanto.com.pe/cajamarca/ID_7489849975/BUSCO-A-SENORITAS-Q
[15:10:03]   + https://www.locanto.com.pe/cajamarca/ID_6726321721/A-senoritas-de-casa
[15:10:54]   + https://www.locanto.com.pe/cajamarca/ID_7489654721/SENORITAS-SI-NECESI
[15:11:44]   + https://www.locanto.com.pe/cajamarca/ID_7584448146/AYUDA-economica.htm
[15:12:25]   + https://www.locanto.com.pe/cajamarca/ID_8144599755/HOLA-CHICAS-ESTE-AN
[15:13:10]   + https://www.locanto.com.pe/cajamarca/ID_8041238507/Ayuda-Economica-a-S
[15:13:59]   + https://www.locanto.com.pe/cajamarca/ID_6726321419/Mujeres-que-necesit
[15:14:41]   + https://www.locanto.com.pe/cajamarca/ID_7301459986/Doy-ayuda-economica
[15:15:30]   + https://www.locanto.com.pe/cajamarca/ID_6877907149/Entrego-ayuda-econo
[15:16:12]   + https://www.locanto.com.pe/cajamarca/ID_7041772314/bRINDO-APOYO-O-AYUD
[15:16:37]   + https://www.locanto.com.pe/cajamarca/ID_6886666711/Entrego-ayuda-econo
[15:17:33]   + https://www.locanto.com.pe/cajamarca/ID_7767910794/DOY-AYUDA-ECONOMICA
[15:18:22]   + https://www.locanto.com.pe/cajamarca/ID_8593932310/DOY-AYUDA-ECONOMICA
[15:19:14]   + https://www.locanto.com.pe/cajamarca/ID_7575122128/Hola-brindo-ayuda-e
[15:19:44]   + https://www.locanto.com.pe/cajamarca/ID_6841213352/Entrego-ayuda-econo
[15:20:12]   + https://www.locanto.com.pe/cajamarca/ID_6726320607/ENTREGO-AYUDA-ECONO
[15:20:57]   + https://www.locanto.com.pe/cajamarca/ID_6877905546/Brindo-ayuda-econom
[15:21:25]   + https://www.locanto.com.pe/cajamarca/ID_6774822228/ENTREGO-AYUDA-ECONO
[15:22:15]   + https://www.locanto.com.pe/cajamarca/ID_6774822161/ENTREGO-AYUDA-ECONO
[15:23:04]   + https://www.locanto.com.pe/cajamarca/ID_6849306342/Solo-ayudo-economic
[15:23:41]   + https://www.locanto.com.pe/cajamarca/ID_7364264723/Solo-para-chicas-de
[15:24:27]   + https://www.locanto.com.pe/cajamarca/ID_7179065178/Doy-ayuda-economica
[15:25:05]   + https://www.locanto.com.pe/cajamarca/ID_7342043504/Ayuda-economica-sol
[15:25:30]   + https://www.locanto.com.pe/cajamarca/ID_7067761421/Brindo-ayuda-econom
[15:25:56]   + https://www.locanto.com.pe/cajamarca/ID_7311098793/Brindo-ayuda-econom
[15:25:57] LIST p3: https://www.locanto.com.pe/cajamarca/Hombre-busca-mujer/20701/3/?query=ayuda+economica
[15:26:51]   main IDs: 45
[15:27:24]   + https://www.locanto.com.pe/cajamarca/ID_7562185388/Doy-ayuda-economica
[15:28:13]   + https://www.locanto.com.pe/cajamarca/ID_7562190790/Doy-ayuda-a-senoras
[15:28:34]   + https://www.locanto.com.pe/cajamarca/ID_7670720266/Doy-ayuda-economica
[15:29:00]   + https://www.locanto.com.pe/cajamarca/ID_7670726236/El-aviso-es-para-se
[15:29:42]   + https://www.locanto.com.pe/cajamarca/ID_7671809162/Buenas-tardes-senor
[15:30:22]   + https://www.locanto.com.pe/cajamarca/ID_8118195890/Busco-Sugar-Baby-Pa
[15:31:06]   + https://www.locanto.com.pe/cajamarca/ID_8373314047/Ofrezco-apoyo-econo
[15:31:56]   + https://www.locanto.com.pe/cajamarca/ID_7067033633/Brindo-ayuda-econom
[15:32:21]   + https://www.locanto.com.pe/cajamarca/ID_7067033980/Busco-encuentro-cas
[15:32:40]   + https://www.locanto.com.pe/cajamarca/ID_7562078632/Doy-ayuda-economica
[15:33:01]   + https://www.locanto.com.pe/cajamarca/ID_7575113571/Brindo-ayuda-econom
[15:33:26]   + https://www.locanto.com.pe/cajamarca/ID_8128400716/Busco-Senorita-Que-
[15:33:49]   + https://www.locanto.com.pe/cajamarca/ID_7743510706/Doy-apoyo-economico
[15:34:13]   + https://www.locanto.com.pe/cajamarca/ID_8361261635/Apoyo-economico-par
[15:34:37]   + https://www.locanto.com.pe/cajamarca/ID_6841183282/BUENAS-TARDES-DOY-A
[15:34:37] DONE cajamarca: added=100 last_p=3
